"To be honest, the interior is nice and glamorous but that's it.  We wanted to change to a standard room instead of a queen-sized bed but we were told no room. In this covid19 situation and in late-Chinese national holiday which I strongly doubt it cuz the girl was asking other staff if we can get the room or not.  So our room was arranged to the opposite side of the lake and there's absolutely no view at all. We wanted to change to the lake side but also told it's 'difficult'. We'd pay for it.  The most unbearable case was at the bell service, where we had our luggage checked first. One of the concierge girl came and helped us, but she used her feet to balance our luggage on the ground which was a backpack.  I don't think it's appropriate for a girl, for a hotel man, or a service person to do such behavior, and it's simply just rude. Most of the staffs at the front foor are Taiwanese.  I'd not recommend this hotel to anyone anymore although it was my second time staying in this hotel but it will definitely be my last.  There's plenty of other great hotels to stay, you just don't expect too much despite of the price. I'd say St. Regis would be a wiser choice or any other hotels.  To prove I stayed here I post a pic.…",20
"It was a wonderful stay and birthday celebration of my wife. Wynn Palace never disappoints us as always, your attention to details is second to none. Looking forward to visit you again in the near future. We would like to give thanks to Ken of FO, Peach and Andrea of Poolside, Jason of IRD and Philip of Guest Service. They make sure the guest are happy, and we are! Kudos to Wynn Palace Team! 👏👏👏",50
"Booked the summer escape package, including spa and dining credits. Fountain suite experience is really great, we ordered room services for dinner, think the whole in room dining experience is very impressive. Staff are polite no matter where you walk to. My babies are very happy about their stay and enjoy the fountain view a lot.",50
"Wynn Palace has quenched my soul to a different level. It felt like I was out of Macao for a while. The amenities and features of the suite were exquisite and very much exceeds expectations from guests. If I had more funds, I'd gladly stay in that suite every time I book one for every occasion I have in my life.",50
"I checked in to #1987 on Jul 11. Booked Spa in the afternoon and the service was thoughtful and attentive to details, but there was an incident that my swimsuit got torn after drying. Spa AM apologized sincerely and she knew I had pool reservation on the next day so would like to offer me a new one from Wynn Shop. However, I failed to choose from those available so she handed me her card saying if I can get the new one from any Macau store, they will claim me with the receipt. After dinner, we also found some gifts with message card from FO in room. Actually I was just a little helpless on this case, wasn’t dissatisfied or wanted to complain understanding incidents do happen, yet the conversation and handling could be a better approach.",40
"Nice cable car experience for free with nice view of fountains if you are not a gambler. Don’t get off the coach, casino doesn’t worth it. Accessible via free shuttle service at the nearby City of dreams ",50
"I stayed at Wynn Palace during the last Macau GP weekend. Got a lake view suite when I found there is room available to book for. Not disappointing, from the room, services, shops downstairs.....Just make a perfect trip again in Macau.",50
"We visited the Wynn Palace in early February. The coronavirus outbreak meant that quite a few of the hotel amenities were closed as they are in every other hotel (swimming pool, spa, a number of the restaurants etc.) but we already knew this and still had a lovely stay in this stunning hotel. The buffet breakfast was not functioning but instead we had our delicious breakfast brought up to us in the room and set up next to the window. Generally, staff were very helpful and friendly but you do need to bear with them while they carry out the necessary temperature checks and form filling for the virus.  This hotel is a short walk from the main Cotai strip where all the other big casinos are located. You can also get a taxi to the centre of Macau for around MOP 100 where you can see…",50
For the past few years my husband and I have been staying at the Wynn Palace Hotel at least 3 or 4 times a year and usually for about a week or so. Usually the staff were very helpful and friendly but this time we encountered a very rude and unhelpful bellboy!   Back in January we stayed a total of 10 days and we also got friends to stay there for a few days too. While my husband was checking out my friends and I were standing to the side of a doorway with our luguages not blocking anyone. When my husband came out we got ready to push our 6 luggages out to the front entrance. A bellboy walked over and told us in Mandarin to move aside with our luggages. I told him back in Cantonese that we are moving out to the front entrance as we have checked out. . Instead of doing his job of…,30
"Everything was good just the pool was close, good environment, cleaan room, superb housekeeping and hotel services, sweet card memo from houskeeping really warm me and my family's heart. Shuttle services are convenient",50
Love the palace this place is the only hotel that makes u feel the luxury and I highly recommend it if u want to pamper urself then Wynn palace is the place to be staff are very polite and requests are never rejected,50
Everything was excellent for stay. All of the hotels are so close to go to other hotels so you can just pick your hotel by pics. And I recommend you to order room service for breakfast or go to morning buffet.,50
"This is my third trip to Macau and I've been staying at many hotels, but your hotel was definitely the best. He escorted the room and prepared various baby items, and the installation of corner guards. Next time I visit Macau, I will definitely stay there again.",50
"Staying in a hotel you need to find your orientation, specially in a large hotel having 1706 rooms.Shops and restaurants are very well distributed within the square shape corridors surrounding the Casino inside. Hotel guests who have children will not be offended in unable to reach a restaurant located inside the Casino area. However, the color scheme is predominately shocking red making you eyes easily tired. Maybe that is what the Casino wants!",50
"Each hotel in Macau performs something special for their customers. In Wynn, you will be treated fully as VIP customers: water performance, buffet for dining, high class branded products, free shuttle bus to Macau centre, etc. Unforgettable experience while you are in Macau",50
"If possible please improve check in process because I was used around 30 minutes for check in. Secondly, easily to hear the sound from next door this will easily make me can’t sleep well. Lastly, hopefully can serve some fruit by daily basis.",50
"Thank you for the birthday cake with the name written for my daughter JIWOO and I am deeply grateful for the late check-out consideration despite the full booking. I was impressed with the cleanliness of the room and the corridors and the kindness of the room staff. If I go to Macau, I will stay at Wynn Palace again.  Thanks and  see you again.",50
a very pretty hotel. 1. Clean 2. Nice view 3. a good position 4. kind service I liked everything about this hotel. It is just like a palace as its name. The staffs are amazing. They were very kind and professional. The room had the most beautiful view of cotai hotels,50
We had such a great time in Wynn Palace. We are very happy to have had an unforgettable experience there. We could happily celebrate my dad’s 80th birthday in Macao thanks to Wynn Palace. We would be glad to revisit.,50
"We chose to go to the WYNN Palace to celebrate my birthday with a two-night staycation and, it did not disappoint.  We stayed in a fountain suite for two nights, which is spacious and comfortable, not to mention the view.  We loved how clean and well maintained the whole hotel is!  The hotel is far superior to its main competitors in Macau.  You can arrive almost everywhere in Macao by WYNN Palace suttle bus, and it's super clean.  A big thanks to the staff and management for making the birthday one for the books and a special mention to Edward, the reservation agent, Ray at the front desk, Mena at customer service, Sammi at the concierge and Sue at Wing Lei Palace.  They were extremely friendly and attentive; it made our time at WYNN Palace more special.   We would definitely…",50
"I was satisfied with my first trip, so I chose this place again, and I will choose this place for my next trip.  Thank you for being kind, clean and safe, and I hope to see you again.  I can't wait to visit you again.",50
On a business trip and wanted to work quietly for some hours while enjoying the hotel ambiance.    The check in process was a bit prolonged because the hotel could not find my booking record and the front desk reception did not want to read my booking confirmation in my iPhone.   The managress quickly came out and offered me room upgrade with small additional amount. I did not take the offer and the managress gracefully offer me handmade chocolates and extended check out hours.  Very nice.  I could check out at the VIP reception room as well.  The room is very spacious.  The bed sheets very good quality. The towels are five star hotel quality definitely.    Lots of interesting small decorations in the room.   Flower in pot! Great view of the fountain.  The night fountain show…,50
"Excellent hotel. Cheerful staff and tasty 😋 pizza 🍕. Table is clean , nice 👍 wet towel very good in service detail table with paper placemat very good on food restaurant hygiene and this is the basic and impressive and most important.  Brand is Five star 🌟 also good management who is taking care in food and beverage service Well done ",50
"I had a pleasant and meaningful stay with my family last weekend in your hotel.  I booked it for husband and my birthday, and I did not expect to be treated as a frequent affiliate like Hyatt or Conrad. However the result of it, I'm satisfied more then either Hyatt or Conrad.  We had inquiries about swimming pools before the visit through the email, but we were kindly informed that the swimming pool was not available upon the check-in.  However, Hotel was able to respond to the shortcomings with a quick response and to protect my family's important day.  Luckily the children had fun playing in jacuzzi and our couple were able to stay very satisfied and meaningful.  The restaurant is always satisfied with the service and excellent. And when I called to service center to ask for…",50
One of the best hotel to visit for a special occasion as they will leave no stones unturned to make it the best for you. Really happy with all the arrangements that was done for me.  Will recommend this hotel to my family and friends.,50
"upon boarding the skycab to the hotel, one could tell that its going to be an excellent stay! the unobstructed view of the whole hotel with the fountain in the cable car was a sight to behold. the check in area is decked out in opulence. stayed at the palace queen room and once in the room, there was so much space to even run around the living room with private views of the night show from the comfort of the room. highly recommended even if its for a night! service was courteous and discreet throughout the hotel which for a big casino hotel is commendable",50
"I've never experienced such a ""Spacious"" and comfortable hotel. The extra bed for my child was provided with no charge and especially the service of in-room dinning with a variety of international menu was really great for my family. Many luxury goods shops and various restaurants are located in the hotel for convenience. Very near to the airport and just next to the hotel of City of Dreams which has the most famous performance in Asia, House of Dancing Water. Please let me say in a word... ""AMAZING"" :)",50
This was my first time visiting Macau. The service was brilliant with welcoming and helpful staff. The food in the hotel was also great and the recommendations for outside food. The rooms were fully equipped with everything necessary and more. Would recommend this hotel to anyone.,50
staffs are very kind and service is good skycap is very memrable. I cannot forget staying your hotel forever. hotel room was like palace. good memory good service good staff I hope to stay again wynn palace ,50
Mike at front desk did an amazing job of making us feel welcome and informed on our first trip to Macau. The room had an amazing view of the water show and the food and casino were the best in Macau that we saw. Definitely will come back,50
"Amzing hotel with fantastic service. My apartment have directly view to the Fontaine  with impresive lights and colors. Very clean rooms with perfect furniture. Price is high, but in line with quality of hotel. Very close to the port. Strongly recommend this hotel.",50
"Room was spacious, clean and beautiful. Staffs from room services team was friendly and responsive. Every corners of the hotel with beautiful decoration. Pool cafe foods was good, the buns from bakery shop was a bit dry and hard. Room dinning for Breakfast was good. Skycab experience was good, staff over there also friendly. The only thing would like to highlight is during check out time, the reception area a bit confuse that don't know where to line up, no doubt there are staff approach us and ask to wait for our turn, on off there are other guests walk in, can't imagine during peak season how are there going to recognize which are the guest to serve next. And the music/song playing at reception lobby crashed with the Carousel Music right outside and it caused noisy while…",40
"Cleanliness is very good, and the design inside is so good. A fountain show is really, really recommendable. Also, the swimming pool was very good, and the kindness of the staff was also superior. But I'm a little bit disappointed with the buffet.",40
One of the worlds best hotels. We received a free upgrade to an executive suite.amazing bedding towels linen soaps.  This hotel is furnished to a 6 star standard .breakdast buffet very impressive   What makes this hotel very special is the very high quality of its employees  This hotel is far superior to its main competitors in Macau .,50
The hotel is massive and very glamorous. There are cable cars that you can get that goes up and around where the outside lake is. This mañana a a lovely water show to music which is great to see especially when on the cable cars. It is free also. Free shuttle buses go between the hotels,50
"It’s a wonderful hotel , a beautiful environment which has been decorated whit a lot of fresh flowers  !thousand of thousand of colorful  Impressed me when I walk in to the lobby!  As soon as we arrived, they received us in a very height  manner all the front office people speak a very well English and the bell boy give a very productive tour before he take us to the room . The room was super , well equipped  A smart classic room whit a fantastic view and a huge bathroom and luxury ambiance, all the restaurant in the hotel are the best in the town ,  it have a wonder cable card Which can take the guests from lobby to the main walking street! Every 30 minutes they have water show which is almost equal to the one which is in Dubai  !  If you get the cable card 2 minutes before the…",50
"an enjoyable stay at the hotel. purely the wider corridor would offer one a comfortable feel.  hardware setup was excellent, room size and layout, amenities...all up to satisfaction.  yet the service was lacking behind, in particular checkin and checkout arrangement, the reception counter was relatively small, no manager was around to man the greetings nor queuing, it was messy. Too long waiting time considering the class of hotel.",40
"The experience of VIP check-in was excellent.  Parlor Suite, 136 SQM, has a separate living room, one king bed with fine Egyptian cotton, and dual vanity marble counters in the luxury bathroom.  Receptionist Alicia prepared the birthday cake, a box of chocolate and a box of macarons!  Thank you very much!  We enjoyed the breakfast at Fontana Buffet overlooking the Performance Lake and run into Michelin Chef Alvin Leung of Bo Innovation HK sharing high-quality cheeses. We had complimentary SkyCab access and like the outdoor swimming pool which has different atmospheres day and night.  If you know how to connect major Macau hotels via free shuttle buses, you will enjoy the vacation there!",50
"I often visit Macau when I need to rest. This is my first visit to wynn hotel. It is the best hotel in Macau to date. The room was very clean and the staff was kind. Also, I felt very safe because the security to the room looked thorough.f I come back to Macau, I'm sure I'll stay here.",50
One of the best resorts / Hotels I have stayed. Uber luxury and they upgraded me when I checked in. The price is steep but if ok with the price then this is the best hotel to stay. Once inside the hotel dont think u need to get out at all. ,50
"This is easily one of the most spectacular casino/hotels in Macau and well worth exploring. You can arrive by vehicle at the main entrance, or walk over to the small lake in the back and take the free cable car over. The atriums have mechanical decorative displays that are great photo opportunities. They have put a lot of money into making this one of the best looking hotels in Macau.",50
"This was the most beautiful hotel. Really beautiful! From the moment you enter this property, you would know it is a special one! The power arrangements and the colors are just jaw dropping! The room was so spacious and very serene! The colors of the room are so bright. I just loved the room! I loved the cable car idea and the fountain! Very spectacular!  The staff and the service were absolutely brilliant. The shopping arcade and the restaurants at the ground floor were just perfect. You can do so much in this hotel. It so vibrant and lively! The VERY BEST in Macau!! ",50
"The hotel gives us a welcoming feeling when we stepped into the hotel. We love the buffets at Fontana with friendly staff such as Young and Roger. I enjoyed the Skycab too. Of course, not forgetting to mention the dancing fountain performance👍",50
"Last year was really pleasant and all the staff were kind but disappointing. I don't think it's being managed well. And The smell of flowers in the lobby seems to have weakened. Our room smell was so strange. I asked for a non-smoking room, but I got a cigarette from the bedhead recognition air conditioner.",30
Very beautiful and quiet casino which put up a very enjoyable breakfast set which was very delicious..the poker room was pretty average had to wait till after 12pm for it to open by the time i got msg a table was ready it was near 9pm so probaly not the most popular casino for a game but still offers alot of other cash games aswell as ypur usual pokies etc.pretty awesome water feature show if you see it at night at the fountains also,50
"Had a gr8 time at the Wynn palace on our family vacation, luxurious hotel with incredible service. Fountain view room is must. Cable car ride with fountain show was superb. Keep it up guys. Look for wynninsider deals",50
"We ended up spending a family vacation at the Wynn palace. The kids enjoyed swimming in the pool despite the bad weather.  The rooms were large and comfy. We were situated on the 9th floor facing the water feature. The rooms were well appointed and the beds were extremely comfortable. Room service was fast and our butlers were extremely polite and friendly.  The only downside of our stay was the overwhelming stench of cigarette smoke  in our room. We tried switching to another room but had the same issue. Having two young kids, this was a major disappointment. Despite the smoke, we enjoyed our stay. The Wynn Palace has amazing restaurants and an empty gym with great amenities. ",40
"Been here last December with my mom stayed 4 nights 5 days because we had late check out   Only in 4 months i already miss Wynn palace macau. This my 3rd stays in Wynn in every 5 months   The ambience of the room the corridor the lobby, the team of Wynn Palace front desk, concierge  and especially the Fontana restaurant always brings me back, Bon always very kind and gives his full services to all his guest   The rooms is always perfectly sets with complete amenities, super duper clean and i enjoyed the Switzerland chocolate at 6PM in my room 😄  The bed room huge perfect combination with the shower room as well. Miss Vonny upgrate me to Quenn Deluxe at 13th floor over looking to the Fountain it's was so gorgeous to enjoy the Fountain in ours room. But we also enjoys the…",50
"Wow!  Amazing service, facilities and the water show and cable car were amazing.  The finishing touches in the room were greatly appreciated, on service they go the extra mile. A very nice 2 night stay, highly recommended.",50
"It’s perhaps worth starting by saying that Macau is not Vegas. Over 80% of revenue for Macau properties comes from gambling and there are very few non-gambling activities (unlike Las Vegas, which is nowadays almost the other way round).   Having said that, this is a great hotel. The rooms are simply incredible and superb value for money. The spa is world class and restaurants are very good. There is a great swimming pool overlooking a Bellagio style fountain show and cable car ride. It’s all pretty good fun.   I spent 48-hours here and can recommend this as a great place to stay. ",50
My Macau trip was fantastic. All hotel staff were kind &nice. I will visit  to Wynn palace again. Fountain show was very nice and sky cap was good. Breakfast was so good in Fontana. Wynn palace hotel has beautiful view.,50
"A wow factor is something which when it is seen or experienced, it causes you, and everyone else nearby, to say WOW-usually very audibly!       The Wynn Palace has a tremendous WOW factor , called the “Performance Lake”. To musical accompaniement hundreds of water jets shoot high, wave in semicircles, rotate and sway in a series of patterns. At night they suddenly flash in such bright colours that it looks like a fireworks display. Even though we saw it seven times we were all still saying “WOW”.       The hotel staff including Check-In, and Check-outs, security, Casino employees, restaurant cooks and waiters, etc  etc.  Were invariably polite, courteous, and helpful, and they were also genuinely friendly. It’s the most pleasant atmosphere we’ve experienced in any of China’s…",40
"The room was so big and clean. The foundation view was perfect. The bed was so comfortable..! Everything was perfect! I will stay here again when I travel macau. At that time, I really want to eat breakfast in Pontana, because It was fully booked up in my vacation time...(lunch, dinner..were already booked..)",50
For me this is the most fab hotel/casino in macau! I really love the ambience! It's almost perfect from the exterior to interior! Watch dancing fountain while riding a free cable car is the best! Kuddos!!!,50
The entrance to the hotel is with the cabs which are coming every minute and is a really nice idea. The hotel itself is very beautiful and the standard room is very very big and beautiful as well (68 sqm). Highly recommend!,50
"My favorite part of my Wynn Palace experience was the outstanding staff. Everyone was so warm & kind to us and made us feel very welcome. Exceptional service! Our room was incredible and the Fontana Breakfast Buffet is a work of art. Thank you, Wynn staff!",50
"Yesterday April 15 was my birthday and I know for sure I wanted to celebrate it in Wynn Palace. I've been to many hotel in Macau. But I can definitely say it becomes my favorite! What I like about this hotel is their attention to details like soft toothbrush bristles, hairsprays, facial mist, bath brush and sponge, and all other special details that you will not see in others. The room is huge since I was upgraded by FO Amber before I check-in and another upgrade by FO Martin (These 2 are the best and nicest people, they deserve promotion since they are really excellent in their job) then FO Fiona and Louis to do my check-in and out, then Alison who picks up my call when extended me an hour stay since I needed some time to prepare to leave. Plus Michael from IRD whi brings my…",50
"Spent 2 days on property. Wynn Palace is Wynn Vegas on steroids. Absolutely incredible property. Gaming is different can caters more to Asian clientele but you can still have a fun time. Not all staff are able to speak English but a majority can. Not a big deal. Pool is an incredible pool because it overlooks the fountain lake. Dining, Wing Lei Palace...it will make you feel Grand!!! The moment you walk through, the 8 foot tall vases make you feel like a king. Upon walking to the main dining room, while the fountains are going, will lead you feel palatial and royal. Truly a dining experience. I was fortunate enough to meet executive chef Tam himself and he is extremely cordial and took the time to explain the restaurant to me. Take note of the jade colored green carpet. Very…",50
"This must be one of the region's finest hotels.   Everything here is done well, particularly the detail-oriented operation of the cleaning and maintenance staff. The hotel also runs an efficient shuttle bus service that can get you to downtown/Old Macau, airport, ferry terminals, Border Gate, etc.  If there are any complaints about the hotel, it's almost too exclusive.   --No ordinary or small shops on premises to purchase a can of soda, a cup of coffee, candy bar, etc. --You can't really walk in/out of the property, Unless you're in a taxi or bus shuttle, the only way in is through a magnificent sky cab that takes you high above the hotel's lake (more like a castle's moat). I joke that in a thousand years when the archeologists and anthropologists study ruins of this property,…",50
"We had a wonderful time at this hotel.  It is amazing how they have managed to create so much beauty in such a large hotel.  So many things to look at, variations of colors and materials. We ate at several of the restaurants and loved the high quality of the food, the service and the beautiful presentations. Our room had a lovely view of the fountains, and was comfortable in every possible way. In addition to exceptional architectural and interior design we also experienced a very professional and kind staff.  Eve and Amber at the check in made us feel welcome the minute we walked in.  We will not forget.",50
"Gorgeous property with amazing presentation of all spaces (private & public - feels brand new), floral throughout property is truly amazing and service provided from staff very attentive and polite with a clear priority placed on making the guests feel number one. Wynn Palace & neighbouring properties did seem quiet, perhaps the time of year? (April) This however was great as it was never crowded and all service provided was extremely prompt. Main entrances to Wynn Palace can be a little walk if visiting adjacent properties due to size of performance lake however the complimentary SkyCab was a great alternative, taking the SkyCab down from the property to the main street.",50
"This review is not for our stay at the Hotel (fully booked!) but for the Wing Lei Bar,  This is a stunning hotel and well worth a look around even if you are not a resident, The entrance via the cable car is so special and unusual!  We walked past the bar a few times as there was no-one else in it and it looked very exclusive. So glad we decided to try it. It was absolutely beautiful, but the service is the main reason for my review. The lovely staff here are so professional and friendly. One young lady chatted to us telling us about the paintings, the history and even brought a little mini chair for my handbag! We enjoyed a few glasses of champagne and as we had such a lovely time we returned the following evening before dinner. Top class service in a stunning, must see hotel.…",50
This is the place to stay when I’m Cotai! Everything about the property is fabulous and our Parlor Suite was incredible!  My husband and I stayed at 2 other properties while in Macao/Cotai and this one was by far our favorite.  The staff is great and the hotel is just so opulent.  It was a real treat and I would stay there again in a heartbeat!   ,50
"We have stayed at some hotels in Macau, Wynn Palace is one of the best hotels. Though Wynn doesn't have the cable car ride, or water park as in the other hotels, Wynn does have the skycab, unlimited access for hotel guests, with views of the Performance lakes, where the fabulous fountain shows occurs every half an hour.   Gorgeous flowers display in the foyer, hallway and escalator entrance.   Pool was close due to maintenance during our visit, can't comment on it.  We were lucky to be upgraded to  a beautiful room with the fountain view, featuring a huge suite, with separate living room, luxurious bath, linen closet and lots of storage space. Ladies will like this room, it has everything that a woman wants, beautiful samples of the bath products are a plus.  Wynn is flexible.…",50
"My original plan was to stay at Venetian but after I saw photos of Wynn Palace including the guest room, I've decided immediately that I want to spend the night here. I want to celebrate my birthday here and I was surprised when I was given a room upgrade to the Fountain Queen Suite. The complimentary birthday cake is also yummy and the food is delicious. Even my mom enjoyed the entire experience with Wynn Palace. Although I left my pink bluetooth headphone and memory card inside the room, that still didn't ruin my overall experience. I would definitely recommend this. I also want to take this opportunity to commend Queenie from the VIP Registration and Paul from the Bell Service who assisted us with a smile. They were courteous the entire time.",50
If you’re in Macau for some hours you can try out the Wynn palace casino. But if you’re looking for alcoholic drinks you’ll get disappointed because they just serve soft and hot drinks. But still fun! Nice view outside! ,50
"My boyfriend and I choose to stay at Wynn Palace to celebrate his 30 birthday and it was the best idea ever! Wynn provides an unforgettable experience to its guests, the hotel room was amazing and luxurious, staff fantastic and they even decorated the room especially for the birthday. Thank you for this experience, if we could we would rate Wynn Palace 7 out of 5 stars :)  Best, Éléonore.",50
