c14271,s2,"As a little treat, we are staying in the executive floor, this is our first Xmas together and the extra money is well spent in my view",[executive floor][+],,,,,,,,,,,,
c18837,s2,"Usually, there will be live performance from very talented performers, the last time I was there, they decorated the whole area with a \'snow\' effect with a title ""It\'s Winter in Venice"" and it\'s just too nice to take a picture from outside, you\'d really feel the essence of snow and the feel of Christmas",[performance][0],,,,,,,,,,,,
c9168,s7,i have to say the service is suck,[service][-],,,,,,,,,,,,
c5465,s15,"This is not a fancy place , but good for this purpose",,,,,,,,,,,,,
c2016,s4,No coffee or food voucher we were simply told to go to the casino and wait,[coffee][0],[food voucher][-],,,,,,,,,,,
c50160,s2,Staff didn't even clean our room or replenish the coffee or tea,[Staff][-],[room][0],,,,,,,,,,,
c6143,s3,The location is perfect,[location][+],,,,,,,,,,,,
c50003,s7,"We waited for an hour, an whole hour without any staff appearance",[staff][-],,,,,,,,,,,,
c8697,s5,"Being an SPG member, there was an area provided specifically for SPG members to check in and in this regard, it was perfect and the staff that greeted us and checked us in was warm and friendly",[check in][0],[staff][+],,,,,,,,,,,
c13533,s1,We had a wonderful stay here at sofitel in Macao,[stay][+],,,,,,,,,,,,
c14204,s9,"Nevertheless, I will stay there again if there comes another hotel package promotions",,,,,,,,,,,,,
c17433,s4,so great experience to be here,[experience][+],,,,,,,,,,,,
c8,s3,"Anyway, be careful of taxis in Macau, they will charge you a lot (not using meter)",[taxi][0],,,,,,,,,,,,
c50246,s7,As we expected front desk employee would not even care about the guests,[front desk employee][-],,,,,,,,,,,,
c10823,s5,"Absolutely, we will come back for him",,,,,,,,,,,,,
c19124,s1,The hotel complex is huge and very lavish,,,,,,,,,,,,,
c20,s2,The room and bed were very and the hotel facilities including the pool were excellent,[room][+],[bed][+],[pool][+],[facilities][+],,,,,,,,,
c6048,s6,I like yours gym and sauna room as well,[sauna room][0],,,,,,,,,,,,
c8,s5,I was charged HKD$200 from Venetian hotel to Senado Square,,,,,,,,,,,,,
c2087,s10,"Great music, no crowds, and tables with minimums that are half the', '_'",[music][+],,,,,,,,,,,,
c50080,s7,"When passing the key to me, she double confirm with me that it is not a connecting room",[connecting room][0],,,,,,,,,,,,
c50066,s5,"After complaining, obviously the management made sure it's clean and tidy",[management][0],,,,,,,,,,,,
c50096,s5,"We were deeply disappointed, especially my son",,,,,,,,,,,,,
c50215,s5,Wi-fi isn't great but the handy phone is very useful,[Wi-fi][-],[phone][-],,,,,,,,,,,
c4425,s6,"If you are cheap to give out discount, don't even offer it",[service][-][u][p],,,,,,,,,,,,
c22,s6,You're in Macao so you're not likely to be spending much time in your room,,,,,,,,,,,,,
c3559,s6,"Hotel facilities - Since we are going on the weekdays so the hotel is not busy and we can totally enjoy the facilities like the gym room, swimming pool and outdoor jacuzzi",[facilities][0],[gym room][+],[swimming pool][+],[outdoor jacuzzi][+],,,,,,,,,
c17576,s4,"You need not go outside the hotel,since the hotel itself has a lot to offer",,,,,,,,,,,,,
c7475,s2,"The hotel is well maintained, check in was a breeze and the rooms were huge",[check in][+],[rooms][+],,,,,,,,,,,
c93,s1,"To be honest, this is the most unforgettable birthday that I have ever had",[experience][+][u],,,,,,,,,,,,
c1471,s4,"For this stay, i would like to express my gratitude towards Jessie Kim, the new Customer Relationship Manager (who managed to take well care of me, equally impressive like what Poy did before, but now being",,,,,,,,,,,,,
c50020,s7,"The check in was just underwhelming, no welcome note from management with snacks in my room, and again, the view and room, as basic as can be",[check in][-],[welcome note][-],[snacks][-],[view][-],[room][-],,,,,,,,
c14684,s1,Good location to visit the old colonial part of Macau,[location][+],,,,,,,,,,,,
c2462,s7,The Bar Azul is a nice place to have a drink and the swimming pools are a fabulous place to relax,[swimming pools][+],,,,,,,,,,,,
c15336,s1,My husband and I stayed here for two nights in the celebrity tower,,,,,,,,,,,,,
c20286,s7,The rooms are suites,[suites][0],,,,,,,,,,,,
c13,s5,overall an excellent hotel with an excellent food court and shopping mall inside the hotel. ,[hotel][+],[food court][+],[shopping mall][+],,,,,,,,,,
c20286,s11,"Many restaurants from fine dining to food court, shops and of course the big casino",[restaurants][0],[dining][0],[food court][0],[shops][0],[casino][0],,,,,,,,
c9747,s6,Love this place,,,,,,,,,,,,,
c50341,s4,"We had paid extra to have breakfast at the hotel, but when we arrived there was a queue for around 60 people ahead of us",[breakfast][-],[queue][-],,,,,,,,,,,
c38,s1,The Venetian Macao I think is a over rated property,[hotel][-][u],,,,,,,,,,,,
c3079,s9,and I got a room in the Grand Club,[room][0],[grand club][0],,,,,,,,,,,
c6178,s1,Location close to airport and they provide free shuttle bus,[shuttle bus][0],,,,,,,,,,,,
c50028,s1,"Stayed here in June 2019 and the hotel is good, however:  1.Check in and check out is a nightmare- prepare to wait in the queue for around 35-40 minutes",[Check in][-],[check out][-],,,,,,,,,,,
c50026,s6,tip: to avoid the looong walk hoose sky tower if available,[walk][-],,,,,,,,,,,,
c50246,s3,First of all when we approch the front desk at 3:40 Pm our room was not ready,[front desk][0],[room][-],,,,,,,,,,,
c3629,s4,It was the BEST decision I've made in terms of hotel upgrade,[upgrade][+],,,,,,,,,,,,
c50035,s2,What 5 star hotel in the modern world has you wait over an hour just to check in?  ,[check in][-],,,,,,,,,,,,
c44,s1,It's difficult for me to point out anything bad for the hotel review.,,,,,,,,,,,,,
c50298,s2,Check in took half an hour - way too long Apparently they can't find a suitable room even though we have included them in our reservation,[Check in][-],[room][0],,,,,,,,,,,
c50307,s7,The overcrowding was bad especially in the lobby and lifts,[lobby][-],[lifts][-],,,,,,,,,,,
c11246,s2,Starting from the concierge and reception (James) they are very helpful,[concierge][+],[staff][+][p],,,,,,,,,,,
c17655,s6,"Awesome place, awesome management",,,,,,,,,,,,,
c50324,s3,"Firstly, the front-desk staff informed us that purchasing food vouchers for the hotel restaurants at the front-desk would be cheaper than paying at the restaurants (even with the SPG member discounts)",[front-desk staff][0],[food vouchers][0],,,,,,,,,,,
c50049,s6,Non-hotel guests - MOP30 per piece,,,,,,,,,,,,,
c50309,s9,"I'd say this sheraton is pretty much like the Holiday Inn next door, just different brand names and_",,,,,,,,,,,,,
c7340,s4,But it is also the first of the Macau casino complexes that I have visited that had the more Vegas feel of an entertainment venue as opposed to just a casino or luxury shopping mall,,,,,,,,,,,,,
c12429,s2,"Just a few minutes walk from the city centre (i.e. tourist sites), where there're loads of restaurants for you to dine in/ take away",,,,,,,,,,,,,
c20062,s2,the advantage is that the bella suite has 2 queen size beds that can easily accommodate a family of four,[suite][0],[beds][0],,,,,,,,,,,
c886,s1,I chose Conrad Macau because the overall comment on the internet is very high,[internet][+],,,,,,,,,,,,
c1691,s6,"At check-in, we were met by Kajana, another Guest Relations Manager who told us about all of the Diamond member benefits at the Conrad",[check-in][+],,,,,,,,,,,,
c50239,s3,Food always cold and not replenished enough,[Food][-],,,,,,,,,,,,
c5655,s7,Above average,,,,,,,,,,,,,
c6875,s7,"All the neighboring hotels have interconnected lobbies and walk through shopping arcades, so bring your comfy shoes to walk the distance",[lobbies][+],[shopping arcades][+],,,,,,,,,,,
c3629,s3,We booked online for the Grand Hyatt Hotel and even upgraded it to a suite,[suite][0],,,,,,,,,,,,
c50093,s10,I can't fall asleep because of that noise and I have to_,[noise][-],,,,,,,,,,,,
c18472,s8,Gaming at Venetian Macao is more expensive than at other hotels in the same area,,,,,,,,,,,,,
c50098,s5,Other than that everything is so far so good,,,,,,,,,,,,,
c6925,s2,"The booking I made included breakfast, Madagascar package",[booking][0],[breakfast][+],[Madagascar package][+],,,,,,,,,,
c81,s6, Nice pool,[pool][+],,,,,,,,,,,,
c50183,s3,"However, when I wanted to approached the reception, a staff (looks like a security guard) told me check in counter has not opened and refused me for checking in (just directly turned me down)",[reception][0],[staff][0],[security guard][0],[check in counter][0],,,,,,,,,
c20410,s5,Spacious bathroom,[bathroom][+],,,,,,,,,,,,
c1746,s7,"Complimentary Conrad teddy bears are very cute, I got the silver one",,,,,,,,,,,,,
c50066,s6,"After they left, the toilet roll holder broke and the whole stand fell upon which the plumber came and sorted the issue",[toilet roll holder][-],,,,,,,,,,,,
c2051,s1,One of the only hotels in Macao that does not lay claim to having a casino,,,,,,,,,,,,,
c50148,s5,"There was no greetings when I went to Bene for breakfast, was left there not knowing whether I shall go in and find a seat directly all by myself or someone will usher me in",[greetings][-],[Bene for breakfast][-],,,,,,,,,,,
c4066,s5,"anyways, MGM cotai rooms were clean and refreshing",,,,,,,,,,,,,
c6048,s3,"Secondary, handy is really a simple tools to connect Internet access all the time and make local call, it is very warm's tools for tourist",[internet][+],[local call][0],,,,,,,,,,,
c12522,s9,Divine beds and pillows,[beds][+],[pillows][+],,,,,,,,,,,
c6156,s9,Breakfast was poor at most,[Breakfast][-],,,,,,,,,,,,
c50315,s3,Most of the staff were helpful but there were few not energetic and not well trained,[staff][-],,,,,,,,,,,,
c18718,s6,"Transportation wise, there are free buses from the ferry terminals (both of them) to the hotel",[buses][0],,,,,,,,,,,,
c20305,s2,they provide you with a map at check in ,,,,,,,,,,,,,
c2087,s4,"We booked the ""Ice Package"" on Agoda",,,,,,,,,,,,,
c9747,s7,Such a wonderful hotel and staff,[staff][+],,,,,,,,,,,,
c15217,s11,"At lunch time, there were lots of food",,,,,,,,,,,,,
c50010,s9,"Check in took a long time, as our attendant was working through the system",,,,,,,,,,,,,
c50008,s2,And shopping though the prices are twice as high for brand names than anywhere else,[prices][-],,,,,,,,,,,,
c9837,s2,The housekeeping staff also very friendly and helpful,[housekeeping staff][+],,,,,,,,,,,,
c16969,s3,"Cleanliness, luxury, in-house shopping malls, Venetian scenery, Gondola ride, and of course, it's not Macau if it doen't have a casino in it",[shopping malls][-],,,,,,,,,,,,
c50332,s6,We had a deluxe room which was fine - it was clean and comfortable,[deluxe room][0],,,,,,,,,,,,
c50111,s4,When I called customer service they gave me an excuse that we start cleaning after 3pm,[customer service][-],,,,,,,,,,,,
c10551,s6,I have to say out of all hotels in Macau this is the best breakfast place,,,,,,,,,,,,,
c10182,s5,Not this hotel complex,,,,,,,,,,,,,
c1448,s5,Price was excellent and the service and the smiles of all the staff were second to none,[price][+],[service][+],[staff][+],,,,,,,,,,
c20602,s6,Overall a very nice experience,[experience][+],,,,,,,,,,,,
c3494,s2,"As such there was no time to try or comment on the general facilities (gym, pool and breakfast)",[facilities][0],[gym][0],[pool][0],[breakfast][0],,,,,,,,,
c50333,s3,queued for at least 30mins to check in even as a SPG member,[check in][-],,,,,,,,,,,,
c50075,s6,"Once we got to the rooms, 2 keycards had to be re-keyed which meant more queuing",[rooms][0],[keycards][0],,,,,,,,,,,
c50373,s2,"In a nutshell, it was a frustrating and horrible experience and we will never be back",[experience][-],,,,,,,,,,,,
c20602,s1,"Nice place, good courteous staff",[staff][+],,,,,,,,,,,,
c92,s5,"Secondly, from the hotel facade to the room seems like the entire hotel is in need of uplift",[façade][0],[room][0],,,,,,,,,,,
c50199,s6,Massive rooms for improvement,[rooms][-],,,,,,,,,,,,
c3807,s1,Wonderful stay at the Grand Hyatt Macau,[stay][0],,,,,,,,,,,,
c50199,s2,"Check-in process takes forever and staffs are pretty ""plastic"" and have no sincerity in helping you out",[Check-in process][-],[staffs][-],,,,,,,,,,,
c16249,s7,Hotel is also within walking distance to the famous taipa village from the hotel west lobby and you can also take a bus outside the hotel to Senado Square,,,,,,,,,,,,,
c6810,s9,"Certainly, all the staff were friendly, helpful and professional",[staff][+],,,,,,,,,,,,
c98,s5,"The hotel rooms are adequately sized, if not very large",[room][0],,,,,,,,,,,,
