c45000036,s4,Lockly I have a platinum membership so we had to wait for only 15 min,,,,,,,,
c55,s9,As usual the room is clean and comfortable.,[room][+],,,,,,,
c50745,s4,weird Working table is stainlesssteel one like using at office,[Working table][-],,,,,,,
c32,s3,If this is the level of service and facilities I can expect from every Sheraton hotel then I shall definitely look to using their hotels in the future,[service][0],[facilities][0],,,,,,
c80001,s3,The best part of our experience was when we went to the resort deck and in the Cabana,[experience][+],,,,,,,
c99,s1,Outisde it's much nicer then inside,[noise][-],,,,,,,
c50128,s1,The shuttle bus dropped us at the entrance close to the mall despite us telling him that we are not here for gambling but to check in to the hotel,[shuttle bus][-],[entrance][0],,,,,,
c50740,s2,"Unfortunately we arrived after 9pm and there was no more food service, not even drinks, we got bottled water, better than nothing",[food service][-],[drinks][-],,,,,,
c35000008,s7,When we showed up at the hotel at 5:30PM the rooms were not ready yet and was told we would need to wait,[rooms][-],,,,,,,
c11839,s2,We were upgraded to the executive (17th) floor with a wonderful harbour view,[view][+],[executive (17th) floor][0],,,,,,
c50403,s4,"Upon checking in we were told that our room was not ready yet, and were shown to the lounge, where we were provided 1 drink each - there was no food, and by this stage the kids were hungry and miserable",[checking in][-],[room][-],[drink][0],[food][-],,,,
c50146,s1,One of the worst pool experiences at an otherwise not bad hotel,[pool experiences][-],,,,,,,
c50255,s5,Furniture scratched and dented,[Furniture][-],,,,,,,
c50334,s1,"My first visit to this hotel was on mid April, our family booked two rooms through Sherwood website",[rooms][0],,,,,,,
c15336,s9,One other thing that would be great to improve is the variety of food,[variety of food][-],,,,,,,
c60122,s9,"Don't miss the swimming pool, again it gives you the most amazing view",[swimming pool][+],,,,,,,
c32,s2,"The staff were so helpful, we barely had to touch our bags as they were transported to and from our room and even through to the next hotel we stayed in",[staff][+],,,,,,,
c50020,s1,"After an exceptional stay at the Sheraton Nanshan, this property fell short in welcoming me as a Lifetime Titanium Elite guest",[welcoming][-],,,,,,,
c50096,s2,"First of all, the shower was only equipped with a shower curtain, no glass door, it was only spacious but with a cheap shower curtain",[shower][-],[shower curtain][-],[glass door][-],,,,,
c50607,s3,"Oh, and the second room in the suite smelled of sewage",[suite][-],[smell][-],,,,,,
c17224,s1,The hotel is nothing less than a royal experience,[experience][+],,,,,,,
c21376,s3,The bed is so big and comfortable,[bed][+],,,,,,,
c50055,s7,But food is good and if you like european breakfast it's good selection of food,[food][-],,,,,,,
c12840,s5,Great staff,[staff][+],,,,,,,
c50094,s5,"the room itself was large, but nothing that special and certainly not super luxe, the fittings etc look cheap and not high quality",[room][0],[fittings][-],,,,,,
c50505,s4,Check in is a disaster with long queues (and I am a premium Starwood member) - and if you succeed to find anybody working here - then you have won at the casino,[Check in][-],,,,,,,
c2016,s8,It is a shame though that even all of the non smoking rooms reek for cigarettes,[non smoking rooms][-],,,,,,,
c60047,s1,The room is a great surprise facing Macau side and observing with detail the huge structure been build to accommodate the bridge Hong Kong -Zhuhai- Macau,[room][+],,,,,,,
c80007,s3,Fast and excellent service of food,[service][+],[food][+],,,,,,
c50257,s2,"However, the experience of checkout and breakfast is worst, where during the checkout only 2 staff on duty (along with 20 empty counter",[checkout][-],[breakfast][-],[checkout][-],[staff][-],,,,
c45000034,s4,"The room (a suite) was exceedingly spacious, especially for a brief stay",,,,,,,,
c50541,s6,The signs are not really visible in which elevators to take which adds to the confusions,[signs][-],[elevators][-],,,,,,
c50403,s6,"Wi-fi was poor throughout the hotel, even in the room",[Wi-fi][-],,,,,,,
c50178,s8,Otherwise the shower ground was very slippery,[shower ground][-],,,,,,,
c50695,s6,"We did not enjoy the club lounge, it is dark and quite far away from the club floor rooms",[club lounge][-],,,,,,,
c60004,s5,"And what made it extra memorable was the level of care given by the Guest Services Supervisor Rev, he truly went above and beyond and took such good care of us during the whole stay",[Guest Services Supervisor][+],,,,,,,
c50462,s3,"Woke up after 3h of sleep due to huge noise of hotel personell in the corridor, caused by laughing, loud talking, shouting",[noise][-],[hotel personell][-],[corridor][0],,,,,
c50272,s8,"But for a 5 star hotel, you couldn't believe that there was no comb in the bathroom for use",[comb][-],[bathroom][0],,,,,,
c50367,s4,The evening food in the lounge was awful and basically 'mall foodcourt' quality at best catering exclusive for Asian guests with virtually no international choice (which you would not expect at a Sheraton),[food][-],[lounge][-],,,,,,
c50307,s7,The overcrowding was bad especially in the lobby and lifts,[lobby][-],[lifts][-],,,,,,
c50322,s4,I was overall happy with our stay except for the cleanliness of the shower,[cleanliness of the shower][-],,,,,,,
c50286,s7,"at one part of the lobby, There was also a small booth giving out cups of marshmallow and popcorns for kids",[lobby][0],,,,,,,
c50729,s4,"The phone keeps ringing and ringing, not even the promo message or what-so-ever",[phone][-],,,,,,,
c80006,s1,"The Front office Miguel was so polite and very professional, Very kind and the Manager as well",[Front office][+],[Manager][+],,,,,,
c50029,s7,I suspect the management has changed hands to local management,[management][-],,,,,,,
c50111,s3,"On top of it, we left our at 11am & got back at 4pm & our room was not cleaned",[room][-],,,,,,,
c50150,s9,No plates at stations,[plates][-],,,,,,,
c50127,s5,couldn't even fix a tea,,,,,,,,
c913,s2,"I got to the hotel by the free shuttle they offer from the ferry terminal at 10am and the lady who checked me in was kind enough to give me an upgrade to a suite (for being a diamond member on HHonors) and an early check-in, on a smoking room though",[shuttle][0],[upgrade][+],[staff][0][p],,,,,
c22,s5,The breakfast was actually really great,[breakfast][+],,,,,,,
c50034,s6,"There are two towers, I was staying in the earth tower which is very far from the pool",[towers][0],[pool][-],,,,,,
c50258,s2,Every time it has been a pleasant place to stay in a good location but every time it has taken an eternity to check in,[check in][-],,,,,,,
c50491,s5,"Although it came with free WIFI, the connection was spotty and slow",[WIFI][-],,,,,,,
c50003,s11,This was already around 1.20 am,,,,,,,,
c68,s5,One small issue was the room was not available when we checked in but the staff more than made up for that through settling us in,[room][-],[staff][c],,,,,,
c60097,s3,"The pool facilities were fantastic, but there are not many pool chairs so if they are full you may need to be a little patient",[pool facilities][+],[pool chairs][-],,,,,,
c50006,s2,"so sad, the staff should arrange it",[staff][-],,,,,,,
c6309,s4,Biggest pool was closed,[pool][0],,,,,,,
c50312,s5,"For example there wasn't really a bar for drinks and snacks in the hotel - conference food wasn't very good - the decor inside felt the same as the nearby Venetian!  Recommendation - if you are staying in Macau for a holiday, try to find a smaller hotel for a better experience, not one which focuses on just on conferences and gambling",[bar][-],[drinks and snacks][-],[conference food][-],[decor inside][-],[experience][-],,,
c60049,s5,The moment we stepped on the vicinity of hotel the bellboy gave us a smile and a helping hand,[bellboy][+],,,,,,,
c60129,s3,We arrived at the lobby and the staff still remembered my name and when I was there the last time,[lobby][+],[staff][+],,,,,,
c50712,s2,but disappointed by the mob mentality of the place,[mob mentality][-],,,,,,,
c50023,s6,The taxi lines are also long and unforgiving,[taxi lines][-],,,,,,,
c12720,s2,"The Club lounge is very professional, with good drinks and food and most attentive service of all staff-members",[Club lounge][+],[drinks][+],[food][+],[service][+],[staff-members][+],,,
c800005,s2,"First of all when I do check in the staff seems don't know I booked a package with afternoon tea, he needed to double check see if I was booking a package",[staff][-],,,,,,,
c50649,s10,Moreover my daughter was disappointed about the lack of some poolf fun such as water slides,[water slides][-],,,,,,,
c4,s2,"Huge living room, huge dining room and entertainment room.",[living room][+],[dining room][+],[entertainment room][+],,,,,
c50491,s4,The breakfast buffet at this club lounge was a full spread and not like the other club lounges where you'd tend to get a very limited buffet spread,[breakfast buffet][-],[club lounge][-],,,,,,
c50704,s7,The hotel really need to train the staff to be polite,[staff][-],,,,,,,
c87,s5,The way he communicate with me was very professional.,[staff][+][u][p],,,,,,,
c50561,s3,The checkin took ages and the experience was worse than a one-star Mainland China Hotel,[checkin][-],,,,,,,
c50385,s2,"The foyer is full of people, maybe the foyer was not designed large enough to cope that large amount of tourists coming through, having the casino sharing the same entrance with the hotel",[foyer][-],[foyer][-],[casino][0],[entrance][0],,,,
c50001,s1,All the filipino staves and security personnel from the hotel and in casino are all acting bossy and disrespectful,[filipino staves][-],[security personnel][-],,,,,,
c50447,s2,"However, no toys or books in the room and only Cartoon Channel available on TV",[toys][-],[books][-],[room][-],,,,,
c93,s1,"To be honest, this is the most unforgettable birthday that I have ever had",[experience][+][u],,,,,,,
c18421,s4,It is a very large hotel with lots of rooms,[rooms][0],,,,,,,
c50502,s11,"At reception, when staff asked for feedback, I related incident but receptionist did not apologize for bad service at all",[staff][0],[receptionist][-],[service][-],,,,,
c14032,s7,"Our room was fantastic, great views, twice daily room clean up and such a comfortable bed",[room][0],[views][+],[room clean up][0],[bed][+],,,,
c50656,s4,"This asides, my biggest issue is with their concierge",[concierge][-],,,,,,,
c50150,s7,I realized that this - never before seen - wait in line was not due to capacity issues but rather organisation,[organisation][-],,,,,,,
c50044,s4,"The room is filthy as it smells like old room, and the bedding aren't clean",[room][-],[bedding][-],,,,,,
c60023,s5,I'd love recommend it to other friends and clients for the implacable sea view in the room and its excellent services,[sea view in the room][+],[services][+],,,,,,
c45000034,s5,"In order to sleep more properly, we had to put some extra effort into getting used to the loud-noise air-conditioning",[noise][-],[air conditioning][-],,,,,,
c50122,s2,"Apparently the largest hotel in macau with 4,000 rooms  I only got my key at 6pm, not great  ""Forest"" theme in the lobby and there's an ok shopping mall attached",[key][0],[lobby][0],[shopping mall][0],,,,,
c50107,s3,Checkin was pretty chaotic - huge line and people walking all over the place (especially groups,[Checkin][-],,,,,,,
c50066,s4,"But as soon as I checked-in, the toilet seat was dirty",[checked-in][0],[toilet][-] ,,,,,,
c50528,s7,"When we first come inside the room, few dirty and used pens are on the floor",[room][-],[pens][-],[floor][-],,,,,
c35000002,s2,It took the staff nearly an hour to find us a new room,[staff][0],,,,,,,
c50712,s9,The club lounge is impersonal beyond belief and the hungry horde that arrives for breakfast simply ruins the ambience of the lounge,[club lounge][-],[ambience][-],[lounge][-],,,,,
c58,s2,"For a quick visit, we felt the hospitality of the staff, very good food from the brassiere and most of all the view of the tower",[staff][+][u],[brassiere][+],[view][+],[food][+],,,,
c50677,s6,The individual quality of staff there need improvement,[quality of staff][-],,,,,,,
c50397,s4,"Everything is some distance away, including the walk from the check in desk to the lift where your room is",[check in desk][-],[life][-],,,,,,
c21445,s7,"We have our dinner in Bamboo restaurant, which is OK",[restaurant][0],,,,,,,
c50610,s3,"we stay there one night, during the time we stay there, none of their staff visit us or make any concern",[staff][-],,,,,,,
c15177,s5,I didnt try the spa or other attractions so can't comment on those,[spa][0],,,,,,,
c50571,s4,The lobby smells of smoke,[lobby][-],[smoke][-],,,,,,
c5653,s6,Good that there are the Filipinos Receptions/ attendant who help us and give us a very good service,[service][+],,,,,,,
c3629,s4,It was the BEST decision I've made in terms of hotel upgrade,[upgrade][+],,,,,,,
c50139,s3,The bath towels that were provided to us were old and fray,[bath towels][-],,,,,,,
c50517,s2,It really ruined my stay in the hotel,[stay][-],,,,,,,
c65,s4,For a HHonors member is good. ,[member][+],,,,,,,
c50538,s8,"The staff show zero care or interest in you, and take no action to stop_",[staff][-],,,,,,,
c60083,s2,F&B:  Japanese buffet choices/ selections are very good,[F&B][+],[Japanese buffet choices][+],,,,,,
c33,s3,"When we checked in I asked them just to make sure I was on the 75th anniversary package which in included daily breakfast/lunch, ferry tickets back to Hong Kong and sheratons anniversary gift but I was told no I was on a room only tariff",,,,,,,,
c50058,s7,"During club lounge visit, the staff never greeted me",[staff][-],,,,,,,
c50024,s6,"The burger they served was burned, literally and they charged for it too",[burger][-],,,,,,,
c50527,s4,We noticed that the corridors have no air vents or very few - making it a very sweaty and smelly walk to and from the guest rooms,[corridors][-],[air vents][-],,,,,,
c2,s7,The bathroom itself is also huge and equipped with all the toiletries that I need,[bathroom][+],,,,,,,
c5523,s6,"The phone wasn't working in the room, good thing that there was 3(at least) phones, 2 were not working, but the last one we found was working fine",[phone][-],[phones][0],,,,,,
c6894,s7,We stayed three adults in one room and got a comfortable extra bed in no time after arrival,[room][0],[bed][0],,,,,,
c50284,s4,Requested to change pillow and do house keeping again but have old people smell,[pillow][-],[house keeping][-],,,,,,
c50455,s9,"The room was plunged in darkness, the air-conditioning disappeared",[room][-],[air-conditioning][-],,,,,,
c60039,s4,"We had a good Spa experience in a ""Couple's Room"" (for a MOP500 surcharge) that featured a private sauna and Jacuzzi",[Spa][+],,,,,,,
c60027,s1,Room design and Resort (inner swimming pool and jacuzzi) quite good Staff service quolity especially Concierge and Room service is excellent,[Room design][+],[Resort][+],[swimming pool][+],[jacuzzi][+],[Staff service][+],[Concierge][+],[Room service][+],
c50196,s4,"I understand such wait Is inevitable for a 4000 room hotel like this, but they could had been more flexible on taking check-in to reduce the waiting line",[check-in][0],,,,,,,
c50384,s6,Rooms are 3* at best and the pool is terrible,[Rooms][-],[pool][-],,,,,,
c50606,s1,It is very poor in restaurant and room service,[restaurant][-],[room service][-],,,,,,
c35000010,s2,"HOWEVER, I was upset by the front desk and your hotline's colleague",[front desk][-],,,,,,,
c60159,s5,"Food and service are very good, the design of the hotel is very special indeed",[Food][+],[service][+],,,,,,
c6143,s9,There is however a better way of enforcing this than allow their untrained front desk staff communicate,[front desk][-],,,,,,,
c50731,s9,Staffs need more training,[Staffs][-],,,,,,,
c50197,s3,The breakfast was great,[breakfast][+],,,,,,,
c69,s5,All the staff were very helpful,[staff][+],,,,,,,
c3079,s10,"The room was spacious with 2 large twin beds, a more than sufficient closet area and a well-equipped and spacious",[room][0],[twin beds][0],[closet area][0],,,,,
c50094,s2,I've not been to macau in years and find the place quite soul less and tacky but the dancing water show was worth it,,,,,,,,
c50007,s10,"Lastly,NEED TO IMPROVE MORE ON CLEANINESS IN THE CASINO TOILET",[CLEANINESS][-],[CASINO TOILET][-],,,,,,
c50144,s5,That was nice but they really shouldn't have supplied such an uncomfortable / incomplete bed in the first place,[bed][-],,,,,,,
c507,s9,Perfect for a relaxing stay,[stay][+],,,,,,,
c50532,s7,There seemed to be a language barrier when the call was made to 'guest relations'  and our problem was not understood,[language barrier][-],,,,,,,
c50664,s3,Extra charge for wifi in the room was required,[wifi][-],,,,,,,
c50466,s3,"when I stepped into my room, nothing was set up, my balloons and flowers were not there as if the communication for the past month was an illusion",[room][-],[balloons][-],[flowers][-],,,,,
c50593,s8,this kind of staff cannot be found in any service industry,[staff][-],,,,,,,
c50537,s3,the short version is: when I asked for an extra bath towel over the phone I was told by two different persons in housekeeping that they could only exchange bath towels and could not give me an extra one,[bath towel][-],[housekeeping][-],[bath towels][-],,,,,
c16753,s2,"Great furniture in the room, the bathroom was magnificent and I had some great nights sleep",[furniture][+],[bathroom][+],,,,,,
c50117,s3,"For drinking they don't have good lounge now also 1F tea space charged me 100%, ask asked AMEX SPG discount they don't know how work",[drinking][0],[lounge][-],,,,,,
c45000024,s2,The reception area is unimpressive and the check in was as unpleasant as checking in the railway station,[reception area][-],[check in][-],,,,,,
c50360,s5,Coffee only came in a flask,[Coffee][-],,,,,,,
c50509,s1,That's 100/365 nights that our money is spent with the property chain and we were more than disappointed with the service that was offered to us,[service][-],,,,,,,
c50315,s5,Wouldn't take the buffet breakfast if I needed to pay separately,[buffet breakfast][-],,,,,,,
c50240,s2,Worst part is the membership which I don't recommend as they don't credit any points if you book through an agent,[membership][-],,,,,,,
c4165,s6,"Secondly, for this price range I'd expect bluetooth speaker and espresso machine in room, but none of those were provided, not even a bathrobe, I was a bit shocked to be honest",[bluetooth speaker][-],[espresso machine][-],[bathrobe][-],,,,,
c50214,s6,staff attitude shown that she is not care about the guest comment/complain,[staff][-],,,,,,,
c45000029,s9,The service at the Grand Hyatt was hit or miss,[service][-],,,,,,,
c50126,s2,It is a massive hotel,,,,,,,,
c50344,s6,"Was advised to use the lobby lounge wifi, which did work",[lobby lounge wifi][-],,,,,,,
c50103,s1,This hotel is absolutely the worst SPG hotel in terms of check in service,[check in][-],,,,,,,
c50643,s1,We stayed at the Presidental Suite to celebrate my father's birthday but lot of the equipment is just decorative and serve no functional purpose,[equipment][-],,,,,,,
c80064,s6,The bathroom (wooden tub) and walkin closet is beautifully designed,[bathroom][+],[wooden tub][+],[walkin closet][+],,,,,
c50136,s2,We went there for my fiancee birthday and even after being a SPG member there was no SPG experience,[experience][-],,,,,,,
c60133,s3,The staff treats you like you want to be treated at a five star hotel,[staff][+],,,,,,,
c24,s1,i stayed at the club room,[club room][0],,,,,,,
c50414,s4,that alone is already not 5* but the fact the the check in process is slow and many counters are not manned is another fact,[check in][-],[counters][-],,,,,,
c77,s4,Special thanks to Gladys Wang who made my stay perfect by suggesting us to upgrade to the Shrek-themed family room,[staff][+][u][p],[stay][+],,,,,,
c50659,s7,but the variety of food choice are much less than the ordinary restaurant,[variety of food choice][-],,,,,,,
c50307,s4,It took us 45 minutes to check in which is pathetic,[check in][-],,,,,,,
c50742,s4,"Room was dusty and dimly lit (even when lights were all  on), no view from window (looks at a piece of construction land), toilet was basic and plastic bags were hard to open (for tooth paste and shower cap etc)",[Room][-],[view][-],[toilet][-],[plastic bags][-],,,,
c50736,s2,missing toothpaste in the toothbrush packing,[toothpaste][-],[toothbrush packing][-],,,,,,
c50738,s1,2) light attached with mirror inside the bathroom was out of order No spa treatment menu / leaflet inside the room (even in yr website!),[light][-],[bathroom][-],[spa][-],,,,,
c50008,s1,"It's fine if you like gambling, I guess",,,,,,,,
c7544,s4,"Like any casino hotel in Macau, lobby is always very busy with hotel guests and visitors all mingled together",[lobby][0],,,,,,,
c50525,s5,in addition our non-smoking room smelled of smoke ,[non-smoking room][-],[smoke][-],,,,,,
c31,s5,Free Hotel pick up mini bus at the ferry terminal is excellent  and easy to find,[bus][+],,,,,,,
c6156,s5,Towels are small and hard,[Towels][-],,,,,,,
c19713,s13,"tatally a different ambience and the greatest gambling joints in', '_'",[ambience][0],,,,,,,
c60150,s5,This was our first time in Macao and had a wonderful time,,,,,,,,
c50659,s3,2) No lifeguard on duty at the swimming pool,[lifeguard][-],[swimming pool][-],,,,,,
c60058,s4,"Room was very amazing, the mini-bar had complimentary 2 beers, big double beds, and a spacious bathroom with a big bath tub and 2 sinks",[Room][+],[mini-bar][+],[double beds][+],[bathroom][+],[bath tub][+],,,
c50249,s8,No Staff to serve us drinks,[staff][-],,,,,,,
c50132,s2,"Didn__ mug feel like I__ platinum member no greeting when I check in, even no upgrade the guy said fully booked on Friday?  No welcome fruits either",[greeting][-],[check in][-],[upgrade][-],[welcome fruits][-],,,,
c33,s5,Also because I was staying for more than 2 nights that I should hAve got a free upgrade to the clubroom,[club room][0],,,,,,,
c11291,s2,Hotel staff members are generally friendly and helpful and the hotel facilities and services generally met my expectations for a short leisure trip to Macao,[staff][+],[facilities][+],[services][+],,,,,
c50007,s6,"Room in Earth Tower was outdated,Sky Tower could be their newer tower",[Room][-],[Earth Tower][-],,,,,,
c50706,s4,"Toiletries again, look like something to be found very distracting when all the lights are off and you're trying to sleep",[Toiletries][-],[lights][-],,,,,,
c50736,s14,Unacceptable view,[view][-],,,,,,,
c60083,s1,One of the best hotel stay we had for a long time comfortable room with a great view,[room][+],[view][+],,,,,,
c89,s5,It was indeed A Happy Eating Experince,[experience][+],,,,,,,
c1393,s6,Food very mediocre,[Food][-],,,,,,,
c1393,s7,Breakfast was so limited we had to eat somewhere else,[Breakfast][-],,,,,,,
c50149,s4,Physically threatened to not allow us into the pool due to an archaic policy about swimming,[pool][-],,,,,,,
c35000004,s3,what kind of service is this FIVE star hotel,[service][-],,,,,,,
c50443,s6,Room was small for Macau,[Room][-],,,,,,,
c50181,s3,Staff at the reception didn't give priority to my call when I informed him that I was locked in my room,[Staff at the reception][-],,,,,,,
c50604,s12," request for a power adapter for my US three-plugged laptop was not available ('we don't support that"")   ",[power adapter][-],,,,,,,
c50266,s1,This time I stayed in Sheraton the corridor was very long and I have to walk a long time to get to my room,[corridor][-],[room][0],,,,,,
c50745,s5,Swimming Pool - just open 1 floor (they should have another floor?),[Swimming Pool][-],,,,,,,
c60145,s5,Spacious room with beautiful habour view that overlooking Macau main island,[room][0],[view][+],,,,,,
c50490,s3,The bedsheets was only changed on the 3rd n 6th day,[bedsheets][-],,,,,,,
c50153,s8,Old room furniture nothing like advertised,[furniture][-],,,,,,,
c60045,s2,Tasty restaurant and comfort SPA service  Everything is wonderful except  no shutter bus available from airport to hotel,[restaurant][+],[SPA service][+],,,,,,
c12108,s6,Great amenities,[amenities][+],,,,,,,
c11949,s4,Promised an upgrade but got nothing at all,[upgrade][-],,,,,,,
c18346,s2,Casino is far too large and impersonal with unfriendly croupiers,[Casino][0],[croupiers][-],,,,,,
c50481,s5,"The Club was huge and an awful experience, the food was tasteless",[Club][-],[food][-],,,,,,
c60023,s2,Good location to enjoy the quietness yet not too far from the major sites in Macau,[location][+],,,,,,,
c50064,s2,"For the other staff,they treat customer badly,  they never smile,  doesn't have manner and ethics at all, You guys work at hotel the most important thing is service but your service so terrible, i have been to many hotels, but never get service like this at all",[staff][-],[service][-],[service][-],[service][-],,,,
c14204,s4,The only disavantage is that Hotel guest does not get first priority on taking shuttle bus,[shuttle bus][-],,,,,,,
c50399,s4,"There is No security at all, Anyone can get access to all floor as they do not have lift control",[security][-],[floor][-],,,,,,
c35000024,s3,"Secondly, the food variety available in the Club Lounge was limited",[food variety][-],,,,,,,
c2016,s5,Not very good customer service,[customer service][-],,,,,,,
c19138,s8,"No iPod doc, in room tv menu is outdated and very slow, English TV channels limited, and PAID wifi is not stable",[iPod][0],[tv menu][-],[English TV channels][-],[wifi][-],,,,
c50724,s7,"Also, I wasn't told about the Club stuff, I need to ask them every questions like breakfast arrangement, of course they don't even mentioned evening cocktail which I have totally missed",[Club stuff][-],[evening cocktail][-],,,,,,
c34,s1,My wife and I stayed here for a night over Valentine's Day,,,,,,,,
c8426,s3,"We had a junior suite to ourselves , super luxurious and comfortable",[junior suites][+],,,,,,,
c11790,s5,"To the mistral team, kudos and thank you very much for the wonderful dinner experience",[dinner experience][+],,,,,,,
c50316,s1,We stayed in this hotel for two nights on the Club Floor in July which was our fourth or fifth visit,[Club Floor][0],,,,,,,
c50488,s4,However the staff leaves much to be desired,[staff][-],,,,,,,
c45000027,s3,"I did ask for the detail about the mooncake decoration, but the staff didn't mention there will be a difference between the sample and the actual products",[staff][-],,,,,,,
c45000038,s3,Tried to check in and had to wait an 30 mins in queues,check in][-],,,,,,,
c79,s6,As far as I know this is the only hotel that offered a kid-themed family room and that would be the perfect choice for family with kids - except you may need to,[room][+],,,,,,,
c50630,s8,The staff took very long to verify all my details and it was not a smooth check in,[staff][-],[check in][-],,,,,,
c50151,s1,"To whom it may concern, I have to say that I was very disappointed with the Concierge Night Shift Male Staff on 17th of Sep",[Concierge][-],[Male Staff][-],,,,,,
c50223,s3,The check in took amazingly long - no idea what they where doing there,[check in][-],,,,,,,
c50373,s2,"In a nutshell, it was a frustrating and horrible experience and we will never be back",[experience][-],,,,,,,
c11,s7,"Our view was of the city, not the prettiest, bit shabby, but interesting",[view][c],,,,,,,
c50434,s4,How I wished that reception area at the lobby were that spacious so as not to be bored while waiting for our room assignment,[reception area][-],[lobby][-],,,,,,
c50343,s3,No king bed available for a couple,[king bed][-],,,,,,,
c50395,s5,For this price  i believe i can have better options,[price][-],,,,,,,
c50543,s4,Check in was a hassle then the long walk to the elevators through a throng of shopping and gambling crowds,[Check in][-],[elevators][-],,,,,,
c80064,s5,The room is so spacious that it can fit conveniently 4 people,[room][+],,,,,,,
c50326,s1,There is nothing in the standard of the room or the service that we would score as above average for a Club room stay,[room][-],[service][-],,,,,,
c50441,s1,Stayed over the weekends with some friends and the service was one of the worst I have ever encountered,[service][-],,,,,,,
c800007,s4,No one was in attendance and you have to call them on mobile if you needed anything,,,,,,,,
c60000,s8,"In general, it is one of the top choices among so many hotels in the region, No matter the facilities or service, Highly recommend",[facilities][+],[service][+],,,,,,
c3079,s2,"An absolutely stunning structure, the hotel is located in the City of Dreams area and is very close to both the airport and the ferry terminals",[structure][+],,,,,,,
c50588,s7,There's a McDonalds nearby :)  3) Wi-Fi connection non-existent to poor - tried and tested in the room and also on the pool side,[Wi-Fi][-],[room][-],[pool][-],,,,,
c80055,s5,"Everything about the room was 5-star, 2 big screen tv, high speed WiFi, the huge comfortable king-sized bed",[room][+],[bed][+],,,,,,
c50271,s2,The biggest issue we had was the drain in the shower was blocked,[shower][-],,,,,,,
c50274,s2,We've a group of 12 people staying in here today,,,,,,,,
c4425,s1,"I've been there beginning of April 2018, check in service is the worst",[check in][-],,,,,,,
c50070,s3,") However, the check in process is always so long and they never have enough staff",[check in][-],[staff][-],,,,,,
c16613,s4,"When I went back to see if I can get my prepaid ferry ticket redeemed for another time slot, they were very unhelpful and refused",[staff][+][p],,,,,,,
c800002,s3,Very low quality ingredients and underwhelming,[ingredients][-],,,,,,,
c50313,s2,Make me feel wanted to check out like can't stand for another few nights,[check out][-],,,,,,,
c21186,s5,You have to walk very far in order to get to your room,[room][0],,,,,,,
c50137,s5,Good place for a short stay,,,,,,,,
c50736,s13,Obviously the housekeeping did not clean the bathroom floor thoroughly,[housekeeping][-],[bathroom][-],,,,,,
c80039,s1,"quality service, quality furnishing, amazing robes, food incredible everything perfect",[service][+],[robes][+],[food][+],,,,,
c50488,s5,We took almost 3 HRS to check in(agreed we were a large group but 3 hours is a lot),[check in][-],,,,,,,
c50304,s2,"Free wifi very unstable, each time needed to reactivate the wifi while reading each whatsapp message",[Free wifi][-],,,,,,,
c1752,s1,"fantastic comfortable hotel,, though needs to have a lounge ,, which they did but converted to a playing room",[lounge][0],,,,,,,
c60021,s6,This was actually room service,[room service][+],,,,,,,
c3629,s11,"he didn't sleep in bed in the end, but was still super happy coz it's like he got his own area"", '_'",[bed][0],,,,,,,
c19713,s3,the food court was just amazing,[food court][0],,,,,,,
c50139,s6,"In the section where the chef was making extremely greasy fried eggs from a pan with excessive oil, he literally would place the already cooked eggs on a piece of_",[chef][-],[eggs][-],,,,,,
c7520,s8,Called at the guest service,[guest service][-],,,,,,,
c50096,s33,"Is it not common knowledge that you need a toilet needs a lid so that when you are finished, you can flush with the lid down and keep the bacteria inside",[lid][-],,,,,,,
c50290,s2,"Check in is a nightmare with queues miles long , wifi slow and disconnects when you move in and out like old technology and room just ok",[Check in][-],[wifi][-],,,,,,
c50320,s5,I thought this was sufficient but it is not,,,,,,,,
c36,s4,The rooms are very spacious (especially in the 'Club' tower) and clean,[room][+],,,,,,,
,,"after i enter the room, found a soap (used) on laundry basket",[soap][-],[laundry basket][-],,,,,,
c50255,s4,Carpet worn and stained and torn in the room,[Carpet][-],[room][0],,,,,,
c50320,s6,Check-in day: We took a shuttle from the pier to City of Dreams which is hotel complex next to Sheraton's hotel complex to have a walk around before we check in,[Check-in][-],[shuttle][-],[complex][-],[check in][-],,,,
c45000021,s2,Like The aircon was very hot even though I make it very low temperature,[aircon][-],,,,,,,
c50670,s10,This leads to the next turn off:  The lobby is set up oddly,[lobby][-],,,,,,,
c50318,s7,On Sunday you would have thought that they would have learnt their lesson but no,,,,,,,,
c50245,s4,"Upon entering the room was the smell of air freshener, while we didn't bother changing the room, the smell took quite a while to ease off a bit, using full blast of air conditioning",[smell][0],[room][0],,,,,,
c50291,s2,Very noisy room with a massive on going construction site outside,[room][-],,,,,,,
c1553,s4,I regretted this upon check-in,[check-in][0],,,,,,,
c60081,s5,Breakfast was the only downside as they just begin to change the way it is served,[Breakfast][-],,,,,,,
c80065,s5,The pools were amazing,[pools][+],,,,,,,
c50676,s7,"Also, the directions to your room are not clear",[directions][-],,,,,,,
c3684,s3,"The room is very hugeeeeeeee, clean, modern, and nice :)",[room][+],,,,,,,
c50461,s5,The even worst was when we went wash room and saw the toilet had not been cleaned,[wash room][-],[toilet][-],,,,,,
c50330,s4,"BF was bad since day one, not choices at all, no refill,taste was off",[BF][-],[choices][-],[refill][-],[taste][-],,,,
