c1308,s6,"Despite it classical exterior look, the room is modern with touch of dark wood color",[exterior][0],[room][0],,,,,,
c50113,s4,Check in line was busy at 1:30pm but not a long wait,[Check in][-],,,,,,,
c50126,s1,There was 8 of us booked in a club room for 3 nights,,,,,,,,
c50326,s4,We also enjoyed three thoroughly sound nights sleep and never once heard any noise from surrounding guests,[noise][-],,,,,,,
c50558,s5,"Also, the hotel staff is not conversant in English",[staff][-],,,,,,,
c50320,s4,I got a reply from starwood saying they cannot locate my record as of that moment and it is likely Ctrip has not send them the details so I asked for a follow up on this when details are delivered over to Sheraton's system,[record][-],,,,,,,
c50107,s7,For some reason there were 2 front office attendants serving the same guest,[front office attendants][0],,,,,,,
c50404,s7,"Poolside bar menu was sparse, as was the service so we elected for Bene, the Italian on the first floor",[Poolside bar menu][-],[service][-],,,,,,
c50542,s11,Other than terrible customer service,[customer service][-],,,,,,,
c50000,s5,Two power outlets at the table and one at bedside,[power outlets][0],[table][0],[bedside][0],,,,,
c50559,s5,The staff are unresponsive to the guest,[staff][-],,,,,,,
c80057,s6,"The comfortable room had 2 king size nice beds, 2 bathrooms, 2 showers",[room][+],[beds][+],[bathrooms][+],[showers][+],,,,
c13105,s8,The other not so good service was the receptionist at the Chinese restaurant who greeted us without any expression but I observed that she was all smiles to other customers who seemed to be regulars there,[service][-],[receptionist][0],,,,,,
c800002,s4,Staff are not particularly friendly or helpful,[Staff][-],,,,,,,
c6383,s5,The bathroom area is big with strong water pressure which I like the most,[bathroom][+],,,,,,,
c14032,s4,"Was told on arrival that we had been upgraded to the executive floor and also for an extra HK$800 we could enjoy afternoon tea, tapas and free alcohol every day",[executive floor][+],[afternoon tea][+],[tapas][+],[alcohol][+],,,,
c50162,s5,Housekeeping had the slowest service,[Housekeeping][-],,,,,,,
c50363,s6,"Finally, late check out request never guaranteed",[check out][-],,,,,,,
c50256,s3,"When we arrived at the hotel via shuttle bus from the ferry terminal, there were no staffs welcoming us or help us with the luggage",[shuttle bus][0],[staffs][-],,,,,,
c50341,s4,"We had paid extra to have breakfast at the hotel, but when we arrived there was a queue for around 60 people ahead of us",[breakfast][-],[queue][-],,,,,,
c50124,s1,This hotel was average when comparing it to others in Hong Kong and the standard of them,,,,,,,,
c21405,s2,It took us quite a time to find out the hotel shuttle bus station based on the unclear instruction of Venetian__ airport counter staff,[staff][0],,,,,,,
c78,s2,They are genuinely welcoming and warm,[staff][+][u][p],,,,,,,
c50745,s3,"Room - unexpected, room space like other Macau hotel",[Room][-],,,,,,,
c50328,s1,Poor Service - Wrong room number provided by Front Desk staff,[Service][-],[Front Desk staff][-],,,,,,
c50703,s3,but you still have to wait in line to get a breakfast table and it feels everything but 'exclusive',[wait][-],,,,,,,
c50398,s9,The food and service in Feast was not very good,[food][-],[service][-],,,,,,
c50014,s6,Receptionist doesn't have information about shuttle bus to Cotai Ferry Terminal readily available,[Receptionist][-],,,,,,,
c60020,s3,"Superb restaurants, particularly Ying and Tenmasa",[restaurants][+],,,,,,,
c50656,s2,"The room facility was barely a three-star, though the hotel claimed that it is a 4 or 5 star",[room facility][-],,,,,,,
c60035,s3,The staffs of the hotel are so nice,[staffs][+],,,,,,,
c50337,s4,"But, the hotel staff never lead me to my room, and it was quite disappointing",[staff][-],,,,,,,
c50715,s1,"Check in service unorganized and could not find reservation for our small group, rooms small ",[Check in][-],[rooms][-],,,,,,
c50566,s15,Front desk seemed to be unable to cope with questions and very grumpy,[Front Desk][-],,,,,,,
c50414,s8,The whole ambiance just feels odd,[ambiance][-],,,,,,,
c50005,s7,The lady staff did not apologize for her rudeness but just walked away,[staff][-],,,,,,,
c50144,s4,"After our daughter's very painful night on the 'bed' we complained to the hotel, who provided us a rollaway bed",,,,,,,,
c50000,s2,The bathroom amenities like shower gel and shampoo are poor in quality,[bathroom amenities][-],[shower gel][-],[shampoo][-],,,,,
c2901,s6,"The issue I had, and it__ a huge one, was with the incredibly poor service",[service][-],,,,,,,
c80028,s7,"Thank you so much for the housekeeping, Mr. Warlie and Mr.Marlow",[housekeeping][+],,,,,,,
c60126,s2,The staff were really friendly and the swimming pool was awesome i particularly the music every time you went under the water it was really relaxing,[staff][+],[swimming pool][+],,,,,,
c50743,s6,It wasn't that full and even then the SPG Lounge was not able to cater for us at Breakfast,[Lounge][-],,,,,,,
c50384,s3,Checking in is like a cattle market or a pig farm,[Checking][-],,,,,,,
c50687,s4,I called to complain from the lobby because even the phone was unhooked in the room,[lobby][-],[phone][-],,,,,,
c1751,s6,This is a very good luxury hotel with perfect service,[service][+],,,,,,,
c50161,s8,"Requested my non smoking room, however, when I got into the room, OMG, the cigarette smell was very strong and am sure it's stuck with the carpet",[cigarette smell][-],[carpet][-],,,,,,
c60042,s1,"Altira serves professionally more than 5 star quality All employees have been well trained, being attentive, friendly, professional, make me feel like super VIP all time during my stay",[employees][+],,,,,,,
c60134,s5,"We had drinks on the roof terrace and dinner at the Japanese restaurant, we enjoyed both very much",[roof terrace][+],[restaurant][+],,,,,,
c50035,s1,The hotel might have good reviews but my first impression with this hotel was total disgust,[first impression][-],,,,,,,
c63091,s4,The front desk service was so so,[front desk service][-],,,,,,,
c800005,s1,I feel disappointed with the service I received,[service][-],,,,,,,
c50716,s5,"There were a lot of guests in the lobby and at the same time, hotel staff guiding first time guests",[lobby][-],[hotel staff][-],,,,,,
c50145,s4,"The guests would probably feel a lot better with life guards instead of security guards, people at least would not feel been watched as criminals",[life guards][+],[security guards][-],,,,,,
c50210,s2,"Personally if travelling to Macau again I would look for cheaper options because not sure it's value for the expense, the lobby was v crowded and the hotel lacked a personal touch",[lobby][-],,,,,,,
c50451,s1,Queue to checkin like disney land,[Queue][-],,,,,,,
c2124,s3,nice breakfast buffet,[breakfast buffet][-],,,,,,,
c80000,s6,"Also, the room and the bathroom are very big, all with luxury facilities",[room][+],[bathroom][+],[facilities][+],,,,,
c11949,s3,Service is also not up to standard,[Service][-],,,,,,,
c9888,s3,My room was ready with a welcome basket and message on the table,[room][0],,,,,,,
c20549,s2,Rooms are very spacious with beautiful decor,[Rooms][+],[decor][+],,,,,,
c60149,s12,The lobby was on the 38th floor facing the Macau peninsula,[lobby][+],,,,,,,
c50136,s6,The breakfast was at Xin and predominantly Chinese non vegetarian food ,[breakfast][0],,,,,,,
c50030,s3,The appointments in this hotel are what you would expect from a top tier hotel,[appointment][0],,,,,,,
c50206,s1,We paid for a room with view and the view we got was another building right next to us,[room with view][0],[view][0],,,,,,
c1746,s6,Bathrooms include high quality amenities and also a step exercise machine,[Bathrooms][+],[amenities][+],,,,,,
c29,s2,"Everything is comfortable and luxurious, the staffs are friendly",[staff][+],,,,,,,
c50443,s3,"Great variety of food and drinks served, although service was not great",[food][+],[drinks][+],[service][-],,,,,
c64,s4,"The silver lining was the check in process, the gentleman helping me spoke ""okay"" English but he was great since",[staff][+][u][p],,,,,,,
c50215,s9,If a tub is required please do ask specifically,[tub][-],,,,,,,
c50364,s3,glad that we did not have to check in there,[check in][-],,,,,,,
c2201,s3,on the buffet table and willing to explain and share their knowledge to their guest,[buffet dinner][0],,,,,,,
c80029,s4,"Large, quality room with lots of space",[room][+],,,,,,,
c50324,s8,"Secondly, the bathroom within the lobby/casino smelled entirely of piss and looked like it wasn't cleaned in days",[bathroom][-],[lobby][-],[casino][-],,,,,
c60051,s1,Got a free room from friend who is a casino member,[room][+],,,,,,,
c50261,s4,"The room has no coffee machine, no mini bar or drinks",[room][-],[coffee machine][-],[mini bar][-],[drinks][-],,,,
c79,s3,Everything looks eerily similar - I mean near exact lobby and rooms,[lobby][0],[rooms][0],,,,,,
c50551,s5,The hotel lobby is more of a shopping mall than a foyer,[lobby][-],,,,,,,
c50015,s2,"As a platinum member, I didn't get any upgrade, not even a better view room",[upgrade][-],[view room][-],,,,,,
c60097,s5,The view on the Macau facing side is amazing at night,[view][+],,,,,,,
c841,s4,The staff at the health club found out it was our honeymoon even made up   a  heartwarming letter wishing us a good stay and many years of joy and happiness,[staff][+],[stay][+],,,,,,
c50289,s2,Check-in was unbelievably slow at 3 pm during the peak season and it took me over an hour to queue up in the lobby,[Check-in][-],[lobby][0],,,,,,
c50370,s4,It was an hour wait just to check in,[check in][-],,,,,,,
c7282,s6,"The amount of characters and photo opportunities was high, and the food was also good",[food][+],,,,,,,
c50683,s3,"Seems that Sheraton pools were all closed except for one small pool, Not good",[pools][-],,,,,,,
c50554,s6,"The selection is a nightmare, a damn nightmare, nothing else can describe that",[selection][-],,,,,,,
c50454,s12,The Lifts are hot as if you are in an oven,[Lifts][-],,,,,,,
c50524,s2,"Place is like a railway station Pool area has no food, no fruit juices, no cocktails and doesnt even serve Pizza",[food][-],[fruit juices][-],[cocktails][-],[Pizza][-],,,,
c50722,s3,The check ins were very slow,[check ins][-],,,,,,,
c50498,s3,Check-in lines are long as in an airport,[check-in][-],,,,,,,
c50131,s4,45pm every day there are queues of new arrivals wanting to check  in at the same time,[queues][-],[check  in][-],,,,,,
c63091,s6,"As we were staying for 3 nights, we requested the front desk to check whether there will be any rooms available and they just brush us away saying they cannot check and asked us to call tomorrow morning",[front desk][0],[rooms][0],,,,,,
c17433,s4,so great experience to be here,[experience][+],,,,,,,
c35000025,s6,Honestly had expected better service,[service][-],,,,,,,
c50089,s11,The lifts took forever ,[lifts][0],,,,,,,
c798,s4,They have a good menu for room service which is 24 hours as usual,[menu][0],[room service][0],,,,,,
c50019,s6,(Photo of chap deodorising)  Just generally a typical Cotai casino hotel experience - very average and best to be avoided,[experience][-],,,,,,,
c35000011,s2,"Our group checked in for two rooms at around 12:45pm, and was told our rooms would have been ready by 2pm",[rooms][-],,,,,,,
c24,s2,"the room was perfect, the staff was polite, and you can play at casino if you bored in room.",[room][+],[staff][+],,,,,,
c50183,s7,but no such service in Sheraton Macao,[service][-],,,,,,,
c2220,s2,At ferry terminal the staff geek us kindly and check the due in list quickly,[staff][+],,,,,,,
c5242,s3,Bedroom is spacious and comfortable with a reasonable price,[bedroom][+],[price][+],,,,,,
c90,s4,Very large bathroom,[bathroom][0],,,,,,,
c19713,s7,the rooms are also named after the important cities of Rome,[rooms][0],,,,,,,
c9867,s9,"The hotel provides free bus shuttle facility to the city center, airport and to the ferry",[shuttle][0],,,,,,,
c4165,s7,"Shower temp was not stable, also there is an ashtray in my room , I guess this is not a smoke-free hotel",[Shower temp][-],,,,,,,
c154,s4,The TV is outdated model,[TV][-],,,,,,,
c50303,s4,TV programing is catered for a specific ethnic group,[TV programing][0],,,,,,,
c50133,s3,I didn't know much about Macao so location of this hotel wasn't too good for me,[location][-],,,,,,,
c50320,s7,We walked into Sheraton's hotel complex and tried to look for Sheraton but there were no clear signs on how we can reach it,[signs][-],,,,,,,
c11507,s6,Strange thing was family room was on a smoking floor,[family room][-],,,,,,,
c60045,s1,Highly recommended hotel in Macau The most beautiful view of Hotel in Macau!,[view][+],,,,,,,
c15544,s16,Shuttle bus to some important places in Macau,[Shuttle bus][0],,,,,,,
c50037,s3,Room and bathroom were overused,[Room][-],[bathroom][-],,,,,,
c50662,s2,All that brown makes the hotel very dull looking and it would seem contributes to the  bored looks on the face of the staff,[staff][-],,,,,,,
c50026,s11,Overall: an average hotel staying experience,,,,,,,,
c2,s12,I was a bit upset when the hotel staff directed me to the sign with the check in timing instead of replying me verbally when I asked about early check in,[staff][-],,,,,,,
c1341,s6,The room we got upgraded to was huge with a super bathroom and bedroom,[room][0],[bathroom][+],[bedroom][+],,,,,
c50145,s5,"The pool area supposed to feel relaxed while we are on vacation, instead Sheraton Macau made the guests felt under close watch by the security guards, while the pool is only 1.2 meter deep",[pool area][-],[security guards][-],,,,,,
c50364,s9,"There were too many people in the lounge and we had to line up for 15 minutes to get food, staff were rude and noisy, kids crying or running around, adults shouting to each other in the lounge and some didn't even bother to queue up for food",[lounge][-],[staff][-],,,,,,
c50735,s12,"Tried breakfast at Feast, no good",[breakfast][-],,,,,,,
c50520,s6,Expect some delays during check-in if you are in the rush to get in and move on with your itineraries,[check-in][-],,,,,,,
c50728,s1,"Sheraton Macau was recently opened for business, rooms were not clean",[rooms][-],,,,,,,
c50718,s9,Then came the nightmare with the lifts,[lifts][-],,,,,,,
c50044,s1,The room really smells when I first enter and the complementary snacks on the table which we had every time are all missing,[room][-],[complementary snacks][-],,,,,,
c50059,s9,Several luxury stores and boutiques if you want to spend some serious money,[stores][0],[boutiques][+],,,,,,
c11,s6,There was even a tv for viewing in the bath!,[tv][+],,,,,,,
c17576,s11,"What I did not like:  a) After a long flight one expects to check in as', '_'",[check in][-],,,,,,,
c50249,s12,Strongly recommend to improve the standard of the club lounge staffs,[club lounge staffs][-],,,,,,,
c35000020,s9,Conrad Toilet Bowl Flushing System is the worst I've had encountered in a 5 star hotel,[Toilet Bowl Flushing System][-],,,,,,,
c28,s3,"The only down-side, so to speak, is that the hotel lies on the other side of the city",[location][-][u],,,,,,,
c7201,s5,that alone is already not 5* but the fact the the check in process is slow and many counters are not manned is another fact.,[check in][-],,,,,,,
c50094,s1,We went to macau for one night from Hong Kong to see the house of dancing water,,,,,,,,
c50095,s2,"However, there are only 2 chairs at the main entrance",[chairs][-],[main entrance][-],,,,,,
c50037,s5,Breakfast costs a fortune with no proper service,[Breakfast][-],[service][-],,,,,,
c50318,s2,"It was busy but actually not that packed, the problem is the hotel just does have enough staff and management are not very switched on",[staff][-],[management][-],,,,,,
c3526,s10,"Pools were great although the sun is behind the building for much of the day, at this time of year anyway",[Pools][+],,,,,,,
c50499,s4,"Yet the third time, which was just after Christmas this year, the service was really deteriorating",[service][-],,,,,,,
c50014,s2,Main lobby looks promising and Check in took a while due to scanner issue,[Check in][-],[scanner][-],,,,,,
c50417,s9,zero exclusivity with a huge dining area which serves mediocre food,[dining area][-],[food][-],,,,,,
c50601,s5,"(5)who in their right mind would design rooms facing each other, so your view is the room in the other tower",[view][-],,,,,,,
c11906,s6,We generally always take advantage of an evening meal in Mistral - the buffet is great value and very extensive (particularly with Accor Plus membership),[buffet][0],,,,,,,
c18,s1,The location for discovering the old city is perfect either by foot or by bus,[location][+],,,,,,,
c60018,s7,The check out service is very nice and asked me how was my stay the night before,[check out service][+],,,,,,,
c5338,s3,I must say this is one of the best international buffet we have eaten,[buffet][+],,,,,,,
c50126,s4,We were told that the new club facilities are going to be magnificent when finished,[club facilities][0],,,,,,,
c50102,s5,"The hotel also offers free shuttle services from and to the ferry terminal, though note that the shuttle is also used by the guest of other hotels so it can get really crowded",[shuttle][-],,,,,,,
c3629,s7,"However, when we finally get to our room: WOW",[room][0],,,,,,,
c50541,s4,My biggest gripe is the ELEVATOR SYSTEM! ,[ELEVATOR SYSTEM][-],,,,,,,
c35000011,s1,"Despite the facilities of this hotel are very pleasant and luxurious, but the front desk staff (multiple) were very IMPOLITE and UNPROFESSIONAL in customer services",[facilities][+],[front desk staff][+],,,,,,
c12720,s8,"However, we were upset learning that our Accor-Club points were granted to some other guest - a mistake of the staff - ",[staff][-],,,,,,,
c20109,s3,"Besides the majestic palace-style lobby and the beautiful indoor gondola rides, the room is the wow-factor of the hotel",[lobby][+],,,,,,,
c1797,s8,The staff is the best part,[staff][+],,,,,,,
c798,s6,"If I had to rate the three, this would be number one, followed by the St. Regis (lacking a couch) and third would be the Sheraton (no stocked bar in room, have to order room service for items) although Sheraton",[couch][-],[bar][-],[room service][0],,,,,
c50112,s5,tho they have 8 lifts servicing each floor zone but with their vast amount of rooms hence guests,[lifts][0],[rooms][-],,,,,,
c50630,s10,The staff insisted that I havent given any cash deposit and refused to give the deposit to me,[staff][-],,,,,,,
c50490,s4,The bathroom amenities was not daily replenished,[bathroom amenities][-],,,,,,,
c50418,s3,but food is disappointing ( bland ),[food][-],,,,,,,
c50249,s10,"Went for the breakfast, Please assigned a staff to make the pancake & waffles, Is terrible to let the guest do it",[breakfast][0],,,,,,,
c14032,s11,Pool area very relaxing,[Pool][+],,,,,,,
c50535,s4,Room decoration is cheap,[Room decoration][-],,,,,,,
c50119,s2,staff don't speak English,[staff][-],,,,,,,
c50075,s7,"During our stay, there were issues with house keeping not making up a room_",[house keeping][-],,,,,,,
c50378,s6,Wifi did not work,[Wifi][-],,,,,,,
c35000009,s9,"In the room, we could not find the kid's slippers inside",[kid's slippers][-],,,,,,,
c50695,s5,"Tables were cluttered with dishes and they were under staffed, lining up beside the toilets was not pleasant",[Tables][-],,,,,,,
c50116,s6,Already this inconvenienced us since we were in a hurry to shower and leave for dinner,[shower][-],,,,,,,
c50677,s7,Spa treatment was good but the greetings of reception was poor,[Spa treatment][+],[greetings of reception][-],,,,,,
c60148,s3,"Also, all other facilities in the hotel are well-equipped, we spent a nice evening in the lounge and a delicious breakfast in the Aurora",[facilities][+],[lounge][+],[breakfast][+],,,,,
c15839,s3,"Enjoyed the indoor and outdoor pools, Batman ride and ferris wheel",[pools][+],,,,,,,
c8,s3,"Anyway, be careful of taxis in Macau, they will charge you a lot (not using meter)",[taxi][0],,,,,,,
c50062,s5,It's always a long queue at the main restaurant and we always had to be ushered to another restaurant,[restaurant][-],,,,,,,
c50573,s2,The hotel have a lots of counters but no good signage or direction system just guiding by the staffs (seems higher level),[counters][0],[signage][-],[staff][-],,,,,
c50237,s6,It was mentioned that there were welcome drinks and fruits upon arrival; it didn't happen,[welcome drinks and fruits][-],,,,,,,
c50511,s1,in room dining was a serious let down specially if you wish to satisfy your craving for Indian food,[in room dining][-],,,,,,,
c50179,s4,The bathrooms very small,[bathrooms][0],,,,,,,
c35000014,s4,Hot water not working in the shower this morning,[shower][-],,,,,,,
c50629,s5,"I could have checked in the club lounge, however, there was security on the ground floor who was very rude and did not allow me to go up and did not speak English, thus had to checkin in a big queue",[club room][-],[security][-],,,,,,
c60114,s1,The room is perfect in every little detail its spacious and has a huge sofa and amazing bathroom with a bathtub and great view,[room][+],[sofa][0],[bathroom][+],[bathtub][+],[view][+],,,
c50478,s5,"But, it lacked adequate restaurants unless you wanted the food court ",[restaurants][-],,,,,,,
c50304,s3,"Supposed free wifi at public areas, also very unstable, terrible hair dryer, big and heavy",[free wifi][-],[hair dryer][-],,,,,,
c50621,s1,"May be it was due to the high season, we found the service level not on par with other 5 star hotels in the area",[service level][-],,,,,,,
c50727,s5,"When we arrived at the ferry, we didn't see sign where the Sheraton shuttle was but no big deal and we found it at the end",[sign][-],,,,,,,
c50548,s3,"The room is basic, even the toiletries are basic and no touch of luxury whatsoever, even so it commands a US$250 per night price tag",[room][-],[toiletries][-],,,,,,
c16613,s5,Customer service is very bad,[Customer service][-],,,,,,,
c2016,s3,Unfortunately our room was not ready for check in at 2pm and we had to wait till 4pm,[room][0],[check in][0],,,,,,
c5331,s8,We really appreciate the excellent service we experienced that we received for the following Sheraton Personnel : 1. Jossie - Booking 2. Jetrix - Check-in 3. Erika - Preparation of room  Thank you very much and will see you soon,[service][+],,,,,,,
c50148,s2,But hotel service definitely needs improvement,[service][-],,,,,,,
c50093,s6,"Beware, If you are Elite member of SPG who will arrive in night time, it will be nightmare to check-in the room",[check-in][-],,,,,,,
c50190,s3,"However, the reception desk was very stupid and slow",[reception desk][-],,,,,,,
c50530,s6,"Sky Tower & Earth Tower in Sands Cotai Central Complex, the Front Desk Officer didn't remind us which way we should approach while they gave us the room keys",[Front Desk Officer][-],[room keys][0],,,,,,
c50096,s35,"Imagine all the towels, toothbrushes, combs, everything covered with bacteria???",[towels][-],[toothbrushes][-],[combs][-],,,,,
c13549,s4,"Great buffet dinner and breakfast, with a range of options available",[buffet dinner][+],[breakfast][+],,,,,,
c11184,s2,Great lightings i.side the room and great room view as well,[lightings][+],[room][0],[view][+],,,,,
c4794,s4,everybody was friendly and accomodating,[staff][+][p],,,,,,,
c50625,s2,(1) :check in and check out still a problem,[check in][-],[check out][-],,,,,,
c80045,s2,"It's a plus for your company having a very hospitable, enthusiastic and informative staffs especiallyJerico Mangulabnan, who's in charge on our floor",[staffs][+],,,,,,,
c50005,s1,"I received an email stating I can check in at Marriott Bonvoy counter but when I wanted to step onto the steps, I was blocked by a Marriott lady staff who was very unfriendly and rude requesting me to show the print out indicating I am a Marriott member",[staff][-],,,,,,,
c50092,s4,"Elevators are not that fast, adding to the inconvenience of the check in/out lengthy process",[Elevators][-],[check in/out][-],,,,,,
c80012,s4,"Staff is super nice and friendly, especially the manager Marcos who is very professional and he gave us many useful recommendations",[Staff][+],[manager][+],,,,,,
c3147,s3,The beds are so soft they sell them,[beds][+],,,,,,,
c1746,s9,The breakfast buffet in the Orbit lounge is nice and has a diverse spread of both western and chinese dishes,[breakfast buffet][+],,,,,,,
c50599,s6,"Since it has a lot of rooms, so the lobby is very busy without any 5 star hotel touch",[lobby][-],,,,,,,
c50302,s10,The bathroom floor was not clear and most surfaces in the room was dusty,[bathroom floor][-],[surfaces in the room][-],,,,,,
c50318,s4,They have three pools but apparently one is only for events ( more on that later),[pools][0],,,,,,,
c50737,s6,I trust these problems will iron themselves out over time but for now I give the hotel 3 stars for room quality but 1 star for service,[room quality][-],[service][-],,,,,,
c50150,s6,Breakfast was a major disappointment,[Breakfast][-],,,,,,,
c87,s4,"He is very kind and smart staff with fluent in english ~ after a few mins conversation with him i came to know that he really have very good knowledge of hospitality, as i am also of same stream.",[staff][+][u][p],,,,,,,
c50736,s4,How can we ensure the hygiene of it,[hygiene][-],,,,,,,
c50748,s2,We got ours under $HKD1000 but still I was quite disappointed with the room and the service received,[service][-],,,,,,,
c1553,s3,"However, upon checking out available rooms and prices, I proposed to the group that we stay at the Conrad Macao Cotai Central",[rooms][0],[prices][0],,,,,,
c60144,s7,Breakfast at the Aurora is wonderful,[Breakfast][+],,,,,,,
c50011,s5,Avoid 2~3 pm n 5~6 pm for check in or out as many tours wld arrive n created long waiting time,[check in][-],,,,,,,
c50184,s2,While this hotel has a rather large casino in the middle they fail to make space to accommodate their guest in their breakfast halls often seeing out their customer in 30 minute cues just to get seated in the breakfast buffet,[breakfast halls][-],[breakfast buffet][-],,,,,,
c50428,s2,The staff there were not helpful in helping us try and get our card back and never offered to call the ATM phone number for us,[staff][-],,,,,,,
c7317,s6,Though I found it hard to get comfortable with the huge pillows provided.,[pillow][-],,,,,,,
c50707,s3,Most importantly is manager on duty kept talking to agents in mandarin in front of me upon check out,[manager][-],,,,,,,
c32,s1,"The standard of the room itself was great and although all the facilities such as the gym, pools, sauna and even the room were very similar to the sister hotels",[room][+],[facilities][0],[gym][0],[pools][0],[sauna][0],,,
c50712,s6,The room is poorly fitted out,[room][-],,,,,,,
c72,s5,This Sheraton has a private check in area for SPG Gold members,[private check in][+],,,,,,,
c50475,s2,The breakfast buffet in the Club Lounge is rather average,[breakfast buffet][-],[Club lounge][-],,,,,,
c60153,s5,This is perhaps the most private hotel and staff you will ever encounter in any city in the world,[staff][+],,,,,,,
c50580,s3,The room is spacious but of standard design,[room][-],,,,,,,
c12745,s6,"After 15 mins, I was presented my room key and I entered my room after I finished my afternoon tea",[room][0],[afternoon tea][0],,,,,,
c50255,s7,towels strictly rationed,[towels][-],,,,,,,
